;REFERENCIA_ORIGEN;REFERENCIA_1;IMPORTE
66370;B84561166;B62571443;7
66371;B84561166;B62643812;1
66372;B84561166;B62783964;1
66373;B84561166;B62812433;7
66374;B84561166;B62900691;7
66375;B84561166;B62941448;6
66376;B84561166;B62967542;12
66377;B84561166;B62993258;7
66378;B84561166;B63016307;12
66379;B84561166;B63016323;7
66380;B84561166;B63016372;1
66381;B84561166;B63048714;4
66382;B84561166;B63190433;4
66383;B84561166;B63360879;3
66384;B84561166;B63361331;7
66385;B84561166;B63364293;8
66386;B84561166;B63478606;3
66387;B84561166;B63651244;10
66388;B84561166;B63720874;1
66389;B84561166;B63799720;6
66390;B84561166;B63820062;9
66391;B84561166;B63856082;8
66392;B84561166;B63858179;2
66393;B84561166;B63891956;12
66394;B84561166;B64090194;3
66395;B84561166;B64127525;4
66396;B84561166;B64371693;5
66397;B84561166;B64400583;4
66398;B84561166;B64645690;11
66399;B84561166;B64872229;4
66400;B84561166;B65292120;7
66401;B84561166;B65361206;4
66402;B84561166;B65786436;4
66403;B84561166;B65958944;7
66404;B84561166;B73024929;4
66405;B84561166;B74027863;10
66406;B84561166;B76520931;12
66407;B84561166;B81691313;12
66408;B84561166;B82050139;9
66409;B84561166;B82224577;3
66410;B84561166;B82337072;3
66411;B84561166;B83720201;6
66412;B84561166;B84152065;2
66413;B84561166;B92018878;4
66414;B84561166;B92380815;11
66415;B84561166;B95067260;8
66416;B84561166;B95425153;9
66417;B84561166;B96144621;11
66418;B84561166;B96637061;10
66419;B84561166;B97889893;4
66420;B84561166;E17807405;12
66421;B84561166;E60153947;9
66422;B84561166;E63067888;2
66423;B84561166;J61518874;8
66424;B84571942;A08157778;5
66425;B84571942;A08899775;12
66426;B84571942;A58852161;12
66427;B84571942;B08798449;2
66428;B84571942;B29390879;12
66429;B84571942;B60572476;6
66430;B84571942;B65178436;7
66431;B84571942;B91025957;4
66432;B84622026;A58286618;2
66433;B84622026;B30034870;9
66434;B84622026;B30420012;3
66435;B84622026;B36987816;5
66436;B84622026;B50940261;7
66437;B84622026;B60529070;7
66438;B84622026;B63253967;7
66439;B84622026;B63373484;12
66440;B84622026;B64072010;11
66441;B84622026;B64550809;7
66442;B84622026;B65038465;7
66443;B84622026;B65459224;2
66444;B84622026;B65484271;11
66445;B84622026;B80345119;9
66446;B84622026;B92468172;12
66447;B84629385;B24515678;7
66448;B84629385;B43475938;8
66449;B84629385;B43545433;2
66450;B84629385;B43856293;9
66451;B84629385;B58976820;5
66452;B84629385;B62646021;4
66453;B84629385;B64091259;6
66454;B84629385;B65731069;9
66455;B84629385;B66262593;8
66456;B84629385;B83853200;5
66457;B84629385;E55622740;11
66458;B84629385;J43753128;7
66459;B84629385;J64636954;6
66460;B84675198;B03904752;12
66461;B84675198;B32023848;6
66462;B84675198;B62455381;5
66463;B84735109;B43554997;8
66464;B84768019;B59986497;7
66465;B84768019;G64459373;4
66466;B84843374;A08797870;3
66467;B84843374;B43400738;3
66468;B84843374;B58497256;8
66469;B84843374;B58548561;6
66470;B84843374;B60205549;2
66471;B84843374;B61852083;12
66472;B84843374;B61954996;3
66473;B84843374;B62153622;8
66474;B84843374;B62901657;7
66475;B84843374;B63828750;9
66476;B84843374;B63845952;9
66477;B84843374;B65472813;2
66478;B84843374;B83088856;11
66479;B84843374;J60692753;7
66480;B84881242;B15757727;2
66481;B84881242;B60531993;4
66482;B84907377;B64334949;1
66483;B84907377;B78356490;2
66484;B85016137;B25767542;4
66485;B85016137;B43858133;5
66486;B85016137;B60738242;4
66487;B85016137;B64091820;1
66488;B85038362;A58325069;12
66489;B85038362;A58805839;1
66490;B85038362;B02223634;3
66491;B85038362;B17350851;3
66492;B85038362;B22358535;3
66493;B85038362;B25636416;10
66494;B85038362;B25644576;11
66495;B85038362;B33778861;2
66496;B85038362;B35473784;11
66497;B85038362;B35687037;5
66498;B85038362;B43470731;9
66499;B85038362;B43678176;12
66500;B85038362;B43829241;10
66501;B85038362;B43890110;9
66502;B85038362;B43907419;4
66503;B85038362;B43933571;11
66504;B85038362;B45778982;2
66505;B85038362;B55627343;7
66506;B85038362;B55632277;10
66507;B85038362;B57661324;3
66508;B85038362;B60181971;6
66509;B85038362;B60404738;5
66510;B85038362;B61170692;1
66511;B85038362;B61436861;5
66512;B85038362;B62572508;12
66513;B85038362;B63344808;4
66514;B85038362;B63368302;11
66515;B85038362;B63495204;3
66516;B85038362;B63919898;12
66517;B85038362;B64445612;5
66518;B85038362;B64775232;3
66519;B85038362;B65261562;10
66520;B85038362;B65466096;7
66521;B85038362;B65628513;9
66522;B85038362;B66459199;7
66523;B85038362;B74191024;8
66524;B85038362;B79513362;9
66525;B85038362;B80944507;8
66526;B85038362;B86055357;3
66527;B85038362;B86184116;3
66528;B85038362;B92512250;1
66529;B85038362;B93053577;7
66530;B85038362;B95292199;10
66531;B85038362;B97497903;11
66532;B85038362;J43915149;6
66533;B85038362;J65698623;10
66534;B85116671;A02062602;2
66535;B85116671;A08141368;6
66536;B85116671;A08474363;11
66537;B85116671;A46076485;12
66538;B85116671;A58009549;11
66539;B85116671;A58041237;8
66540;B85116671;A58077611;8
66541;B85116671;A58370586;1
66542;B85116671;A58484932;4
66543;B85116671;A58628017;10
66544;B85116671;A58798448;9
66545;B85116671;A58961459;11
66546;B85116671;A59114389;11
66547;B85116671;A60583994;4
66548;B85116671;A64275290;4
66549;B85116671;A78967510;10
66550;B85116671;B01139096;9
66551;B85116671;B04271839;3
66552;B85116671;B07481740;2
66553;B85116671;B08298093;7
66554;B85116671;B08344590;7
66555;B85116671;B08424673;11
66556;B85116671;B08925612;2
66557;B85116671;B17348814;1
66558;B85116671;B17411471;3
66559;B85116671;B17423880;2
66560;B85116671;B17504044;2
66561;B85116671;B17670209;6
66562;B85116671;B17857889;3
66563;B85116671;B17908377;7
66564;B85116671;B25009069;2
66565;B85116671;B25207663;4
66566;B85116671;B25487547;1
66567;B85116671;B25512336;5
66568;B85116671;B25516253;1
66569;B85116671;B25621574;8
66570;B85116671;B30063929;8
66571;B85116671;B30758759;9
66572;B85116671;B31230865;9
66573;B85116671;B33454976;11
66574;B85116671;B35334556;9
66575;B85116671;B35470400;12
66576;B85116671;B43376094;9
66577;B85116671;B43527480;4
66578;B85116671;B43646835;8
66579;B85116671;B47612072;6
66580;B85116671;B53253456;4
66581;B85116671;B53337804;7
66582;B85116671;B53602207;11
66583;B85116671;B53739447;5
66584;B85116671;B53761177;10
66585;B85116671;B53800538;1
66586;B85116671;B54140884;4
66587;B85116671;B54192075;2
66588;B85116671;B55106942;5
66589;B85116671;B55542575;12
66590;B85116671;B55560080;11
66591;B85116671;B58245705;5
66592;B85116671;B58831348;10
66593;B85116671;B58887597;6
66594;B85116671;B59724195;7
66595;B85116671;B59849315;1
66596;B85116671;B60465424;2
66597;B85116671;B60745767;4
66598;B85116671;B60778651;9
66599;B85116671;B61339396;8
66600;B85116671;B61346896;12
66601;B85116671;B61351730;10
66602;B85116671;B61369120;10
66603;B85116671;B61406021;9
66604;B85116671;B61609277;11
66605;B85116671;B61650511;12
66606;B85116671;B61775029;9
66607;B85116671;B61810123;6
66608;B85116671;B61884292;12
66609;B85116671;B61964730;11
66610;B85116671;B62068556;2
66611;B85116671;B62114673;3
66612;B85116671;B62123294;6
66613;B85116671;B62203773;8
66614;B85116671;B62216262;11
66615;B85116671;B62227020;10
66616;B85116671;B62297346;11
66617;B85116671;B62300702;8
66618;B85116671;B62643812;1
66619;B85116671;B62812433;9
66620;B85116671;B62933643;9
66621;B85116671;B62941448;7
66622;B85116671;B62960091;2
66623;B85116671;B62992052;5
66624;B85116671;B62993258;4
66625;B85116671;B63016323;9
66626;B85116671;B63016596;11
66627;B85116671;B63016604;8
66628;B85116671;B63110787;3
66629;B85116671;B63322903;2
66630;B85116671;B63359491;11
66631;B85116671;B63364293;5
66632;B85116671;B63651244;6
66633;B85116671;B63662332;11
66634;B85116671;B63720874;11
66635;B85116671;B63858179;3
66636;B85116671;B63894810;6
66637;B85116671;B63935548;8
66638;B85116671;B64257181;2
66639;B85116671;B64266638;12
66640;B85116671;B64371693;1
66641;B85116671;B64400583;9
66642;B85116671;B64453103;3
66643;B85116671;B64471881;10
66644;B85116671;B64645690;10
66645;B85116671;B64733199;8
66646;B85116671;B65292120;11
66647;B85116671;B65674780;4
66648;B85116671;B65786436;12
66649;B85116671;B74027863;9
66650;B85116671;B78343399;6
66651;B85116671;B79056099;7
66652;B85116671;B79124095;7
66653;B85116671;B81611931;11
66654;B85116671;B82220138;2
66655;B85116671;B82224577;4
66656;B85116671;B82337072;9
66657;B85116671;B83720201;2
66658;B85116671;B84152065;8
66659;B85116671;B91404343;3
66660;B85116671;B92018878;9
66661;B85116671;B92362953;1
66662;B85116671;B92380815;3
66663;B85116671;B93081511;3
66664;B85116671;B96144621;5
66665;B85116671;B97889893;6
66666;B85116671;E31766181;6
66667;B85116671;E63067888;6
66668;B85116671;E64180466;3
66669;B85116671;E64192347;3
66670;B85116671;E64211766;9
66671;B85116671;E83807784;10
66672;B85116671;N41064814;4
66673;B85173722;B61480760;6
66674;B85185726;A58805839;1
66675;B85185726;B08965915;2
66676;B85185726;B17350851;7
66677;B85185726;B22358535;10
66678;B85185726;B25636416;1
66679;B85185726;B25644576;10
66680;B85185726;B30891048;2
66681;B85185726;B43470731;9
66682;B85185726;B43554849;9
66683;B85185726;B43656693;6
66684;B85185726;B43713080;5
66685;B85185726;B43829241;2
66686;B85185726;B43857291;10
66687;B85185726;B43933571;12
66688;B85185726;B43941749;11
66689;B85185726;B55627343;11
66690;B85185726;B55632277;9
66691;B85185726;B60486438;4
66692;B85185726;B61436861;7
66693;B85185726;B62336854;12
66694;B85185726;B62677521;4
66695;B85185726;B63301733;10
66696;B85185726;B63344808;8
66697;B85185726;B63412696;9
66698;B85185726;B65023459;7
66699;B85185726;B65261562;6
66700;B85185726;B65531311;2
66701;B85185726;B65607897;9
66702;B85185726;B83592071;9
66703;B85185726;B83747303;2
66704;B85185726;B85038362;6
66705;B85185726;B86541265;10
66706;B85185726;B92011964;7
66707;B85185726;B92512250;1
66708;B85185726;B93053577;2
66709;B85185726;B94000569;9
66710;B85185726;B97515993;12
66711;B85185726;J22380554;4
66712;B85185726;J65698623;9
66713;B85185726;X0240188E;4
66714;B85195345;A08404212;7
66715;B85195345;A17048349;8
66716;B85195345;A64679327;12
66717;B85195345;B25068214;9
66718;B85195345;B42139592;5
66719;B85195345;B43955830;5
66720;B85195345;B45485554;9
66721;B85195345;B48833412;3
66722;B85195345;B53013082;3
66723;B85195345;B60446044;1
66724;B85195345;B61895132;5
66725;B85195345;B62158514;2
66726;B85195345;B62741350;6
66727;B85206514;B07860232;6
66728;B85208627;A08141368;11
66729;B85208627;A08474363;7
66730;B85208627;A08616468;10
66731;B85208627;A08793507;6
66732;B85208627;A35069764;9
66733;B85208627;A58077611;7
66734;B85208627;A58344219;3
66735;B85208627;A58370586;6
66736;B85208627;A58453739;3
66737;B85208627;A58484932;5
66738;B85208627;A58496399;3
66739;B85208627;A58565003;3
66740;B85208627;A58696311;4
66741;B85208627;A79211710;12
66742;B85208627;A79222246;9
66743;B85208627;B01139096;10
66744;B85208627;B04271839;2
66745;B85208627;B07481740;8
66746;B85208627;B07822661;8
66747;B85208627;B07971666;1
66748;B85208627;B08083602;7
66749;B85208627;B08298093;9
66750;B85208627;B08321630;10
66751;B85208627;B08344590;5
66752;B85208627;B11474327;5
66753;B85208627;B15533565;4
66754;B85208627;B17348814;3
66755;B85208627;B17362856;9
66756;B85208627;B17423880;8
66757;B85208627;B17670209;8
66758;B85208627;B17687021;3
66759;B85208627;B24355281;7
66760;B85208627;B25207663;12
66761;B85208627;B25512336;1
66762;B85208627;B25621574;2
66763;B85208627;B30063929;12
66764;B85208627;B30758759;8
66765;B85208627;B33454976;3
66766;B85208627;B35334556;7
66767;B85208627;B35470400;11
66768;B85208627;B36833861;4
66769;B85208627;B43646835;1
66770;B85208627;B43739804;11
66771;B85208627;B46104634;12
66772;B85208627;B46585683;7
66773;B85208627;B53337804;3
66774;B85208627;B53739447;2
66775;B85208627;B53761177;9
66776;B85208627;B53800538;8
66777;B85208627;B55542575;4
66778;B85208627;B55560080;7
66779;B85208627;B57226029;5
66780;B85208627;B57395394;10
66781;B85208627;B58193285;1
66782;B85208627;B58196809;12
66783;B85208627;B58245705;11
66784;B85208627;B58887597;4
66785;B85208627;B58931551;2
66786;B85208627;B59146449;6
66787;B85208627;B59724195;1
66788;B85208627;B59849315;12
66789;B85208627;B60222239;7
66790;B85208627;B60371341;11
66791;B85208627;B60389327;6
66792;B85208627;B60465424;6
66793;B85208627;B60576154;5
66794;B85208627;B61093449;11
66795;B85208627;B61182002;1
66796;B85208627;B61315206;4
66797;B85208627;B61324315;6
66798;B85208627;B61339396;7
66799;B85208627;B61369120;4
66800;B85208627;B61392429;5
66801;B85208627;B61461364;7
66802;B85208627;B61575502;7
66803;B85208627;B61609277;3
66804;B85208627;B61775029;9
66805;B85208627;B61884292;10
66806;B85208627;B62024682;11
66807;B85208627;B62068556;12
66808;B85208627;B62114673;7
66809;B85208627;B62123294;8
66810;B85208627;B62216262;10
66811;B85208627;B62241963;8
66812;B85208627;B62429998;5
66813;B85208627;B62643812;9
66814;B85208627;B62812433;1
66815;B85208627;B62896782;8
66816;B85208627;B62900691;8
66817;B85208627;B62933643;6
66818;B85208627;B62941448;6
66819;B85208627;B62966320;1
66820;B85208627;B62967542;5
66821;B85208627;B62992052;7
66822;B85208627;B62993258;6
66823;B85208627;B63016323;1
66824;B85208627;B63016596;4
66825;B85208627;B63048714;5
66826;B85208627;B63322903;3
66827;B85208627;B63361331;1
66828;B85208627;B63478606;10
66829;B85208627;B63651244;3
66830;B85208627;B63720874;7
66831;B85208627;B63799720;12
66832;B85208627;B63894810;8
66833;B85208627;B64061187;11
66834;B85208627;B64257181;10
66835;B85208627;B64266638;6
66836;B85208627;B64272057;6
66837;B85208627;B64343338;4
66838;B85208627;B64371693;4
66839;B85208627;B64400583;7
66840;B85208627;B64403942;9
66841;B85208627;B65292120;3
66842;B85208627;B65361206;4
66843;B85208627;B65958944;11
66844;B85208627;B73024929;4
66845;B85208627;B74027863;10
66846;B85208627;B76520931;7
66847;B85208627;B82026659;5
66848;B85208627;B82050139;11
66849;B85208627;B82220138;11
66850;B85208627;B82337072;9
66851;B85208627;B83564559;6
66852;B85208627;B84152065;1
66853;B85208627;B91404343;6
66854;B85208627;B91458943;9
66855;B85208627;B95067260;8
66856;B85208627;B96637061;2
66857;B85208627;B97889893;1
66858;B85208627;E17807405;11
66859;B85208627;E31766181;2
66860;B85208627;E63067888;12
66861;B85208627;E64192347;11
66862;B85208627;E64211766;9
66863;B85208627;J61518874;6
66864;B85315349;A58409814;6
66865;B85315349;A58496522;1
66866;B85315349;A58815275;7
66867;B85315349;B22304174;7
66868;B85315349;B43429562;7
66869;B85315349;B43581461;11
66870;B85315349;B60383213;1
66871;B85315349;B61937165;5
66872;B85315349;B62369376;7
66873;B85315349;B63088512;7
66874;B85315349;B63260566;9
66875;B85315349;B63624191;7
66876;B85315349;B63624662;8
66877;B85315349;B64179260;2
66878;B85315349;B65054975;1
66879;B85315349;B83019018;4
66880;B85315349;B85582989;2
66881;B85315349;B95524039;4
66882;B85315349;B97882138;4
66883;B85315349;B98001498;11
66884;B85315349;J65530875;10
66885;B85372076;A08935017;8
66886;B85372076;A81178220;12
66887;B85372076;B10358521;9
66888;B85372076;B28924983;6
66889;B85372076;B91766790;2
66890;B85425205;A61359683;5
66891;B85425205;B11753753;9
66892;B85425205;B17684119;6
66893;B85425205;B18225888;2
66894;B85425205;B20038667;6
66895;B85425205;B25036740;6
66896;B85425205;B25458118;12
66897;B85425205;B30125926;11
66898;B85425205;B43527282;2
66899;B85425205;B43544501;12
66900;B85425205;B43895259;8
66901;B85425205;B47534441;4
66902;B85425205;B55532139;4
66903;B85425205;B58381443;7
66904;B85425205;B59554097;5
66905;B85425205;B60837762;9
66906;B85425205;B61253175;6
66907;B85425205;B61888525;11
66908;B85425205;B64059165;1
66909;B85425205;B65376261;3
66910;B85425205;B65543365;9
66911;B85425205;B65932162;10
66912;B85425205;B70334503;10
66913;B85425205;B86070315;4
66914;B85425205;B93022564;8
66915;B85425205;B93182145;5
66916;B85425205;B94078706;9
66917;B85425205;F34252023;2
66918;B85582989;B26353771;6
66919;B85582989;B29815768;5
66920;B85582989;B60011426;10
66921;B85582989;B62369376;2
66922;B85582989;B63624191;12
66923;B85582989;B63624662;7
66924;B85582989;B64204555;4
66925;B85582989;B65054975;10
66926;B85582989;B65075582;12
66927;B85582989;B65717118;2
66928;B85582989;B66144528;9
66929;B85582989;B83019018;11
66930;B85582989;B95524039;7
66931;B85582989;B98001498;9
66932;B85582989;E63754410;8
66933;B85582989;J65530875;8
66934;B85616068;B65840407;12
66935;B85636280;A08404212;11
66936;B85636280;A17048349;6
66937;B85636280;A60511292;9
66938;B85636280;A64679327;1
66939;B85636280;B15116809;8
66940;B85636280;B17911587;12
66941;B85636280;B43373083;5
66942;B85636280;B43449214;12
66943;B85636280;B45485554;7
66944;B85636280;B53013082;2
66945;B85636280;B58672585;3
66946;B85636280;B61411252;8
66947;B85636280;B61895132;5
66948;B85636280;B62741350;6
66949;B85636280;B63686273;8
66950;B85636280;B81028532;12
66951;B85636280;B85195345;5
66952;B85636280;B85676385;6
66953;B85658342;B43857788;1
66954;B85658342;B54223524;12
66955;B85676385;A08404212;9
66956;B85676385;A17048349;2
66957;B85676385;A60511292;4
66958;B85676385;A85216877;6
66959;B85676385;B17534264;5
66960;B85676385;B17911587;1
66961;B85676385;B25499930;12
66962;B85676385;B42139592;1
66963;B85676385;B43449214;2
66964;B85676385;B48833412;8
66965;B85676385;B58672585;12
66966;B85676385;B59117861;5
66967;B85676385;B60446044;4
66968;B85676385;B61411252;2
66969;B85676385;B62741350;4
66970;B85676385;B65560435;7
66971;B85676385;B70091608;4
66972;B85676385;B85195345;10
66973;B85676385;B85636280;11
66974;B85714244;B08798647;4
66975;B85714244;B30302871;11
66976;B85714244;B55588388;9
66977;B85714244;B61267993;7
66978;B85714244;B61977351;12
66979;B85714244;B65086142;12
66980;B85714244;B65353054;10
66981;B85714244;B65855397;6
66982;B85714244;B82293374;4
66983;B85751790;A58057258;7
66984;B85751790;B60212701;8
66985;B85808723;A08194425;8
66986;B85808723;A08856155;3
66987;B85808723;A78321825;12
66988;B85808723;B59358986;3
66989;B85808723;B59655381;2
66990;B85808723;B61740718;3
66991;B85808723;B62473947;11
66992;B85808723;B96658745;7
66993;B85989705;A08343949;8
66994;B85989705;A12035127;11
66995;B85989705;A25001348;10
66996;B85989705;A45076197;6
66997;B85989705;A58864380;4
66998;B85989705;B12408787;4
66999;B85989705;B17319831;7
67000;B85989705;B55066401;4
67001;B85989705;B58922451;5
67002;B85989705;B59134064;4
67003;B86000353;B62137823;4
67004;B86000353;B63673628;2
67005;B86055357;A58325069;1
67006;B86055357;B08404501;8
67007;B86055357;B17544156;5
67008;B86055357;B25644576;8
67009;B86055357;B30891048;5
67010;B86055357;B33778861;9
67011;B86055357;B43055128;1
67012;B86055357;B43470731;4
67013;B86055357;B43477355;4
67014;B86055357;B43554849;11
67015;B86055357;B43596717;8
67016;B86055357;B43656693;3
67017;B86055357;B43713080;4
67018;B86055357;B43829241;8
67019;B86055357;B43907419;11
67020;B86055357;B43963719;10
67021;B86055357;B60181971;1
67022;B86055357;B62336854;9
67023;B86055357;B63301733;8
67024;B86055357;B63344808;1
67025;B86055357;B64445612;10
67026;B86055357;B65261562;9
67027;B86055357;B65531311;12
67028;B86055357;B66029174;12
67029;B86055357;B66033333;5
67030;B86055357;B66059718;12
67031;B86055357;B66459199;10
67032;B86055357;B75065250;3
67033;B86055357;B80944507;12
67034;B86055357;B85185726;1
67035;B86055357;B86541265;7
67036;B86055357;B92011964;9
67037;B86055357;B94000569;2
67038;B86055357;B97497903;7
67039;B86055357;J22380554;9
67040;B86055357;J43915149;7
67041;B86055357;J65698623;8
67042;B86055357;J66330259;9
67043;B86058724;A08874737;6
67044;B86058724;A17048349;4
67045;B86058724;A60511292;1
67046;B86058724;B17534264;1
67047;B86058724;B43449214;8
67048;B86058724;B43701416;1
67049;B86058724;B48833412;11
67050;B86058724;B53013082;10
67051;B86058724;B58440199;8
67052;B86058724;B62158514;8
67053;B86058724;B65402000;6
67054;B86058724;B70091608;10
67055;B86058724;B85636280;1
67056;B86058724;B85676385;12
67057;B86070315;A43069160;3
67058;B86070315;A58841594;7
67059;B86070315;A61359683;11
67060;B86070315;A78414703;5
67061;B86070315;B08556078;4
67062;B86070315;B08594996;1
67063;B86070315;B25036740;4
67064;B86070315;B25547407;10
67065;B86070315;B43483254;9
67066;B86070315;B43527282;3
67067;B86070315;B43544501;10
67068;B86070315;B43804657;12
67069;B86070315;B43895259;12
67070;B86070315;B45698552;2
67071;B86070315;B47534441;5
67072;B86070315;B55532139;1
67073;B86070315;B55547707;7
67074;B86070315;B55559652;5
67075;B86070315;B58629221;10
67076;B86070315;B60126174;10
67077;B86070315;B60167319;6
67078;B86070315;B60499332;5
67079;B86070315;B60837762;3
67080;B86070315;B61253175;2
67081;B86070315;B61565644;10
67082;B86070315;B64539828;6
67083;B86070315;B64809577;2
67084;B86070315;B65436800;9
67085;B86070315;B65869216;2
67086;B86070315;B65932162;6
67087;B86070315;B66148479;6
67088;B86070315;B85425205;4
67089;B86070315;B86168408;7
67090;B86070315;B93022564;8
67091;B86070315;B93182145;3
67092;B86070315;F34252023;3
67093;B86070315;J63624092;7
67094;B86070851;A08343949;6
67095;B86070851;A12035127;6
67096;B86070851;A58243510;9
67097;B86070851;A58573627;7
67098;B86070851;A58864380;7
67099;B86070851;B17319831;12
67100;B86070851;B55619464;7
67101;B86070851;B60942448;12
67102;B86070851;B61322848;1
67103;B86070851;B61420543;12
67104;B86070851;B66302902;10
67105;B86070851;B82662800;1
67106;B86070851;B86472073;9
67107;B86105046;A08192486;1
67108;B86105046;A11905833;8
67109;B86105046;B17723313;4
67110;B86105046;B21395314;12
67111;B86105046;B30623508;2
67112;B86105046;B33830100;3
67113;B86105046;B43869494;4
67114;B86105046;B63264329;2
67115;B86105046;B66261983;5
67116;B86105046;B66415274;3
67117;B86105046;B83663260;8
67118;B86105046;J62826342;1
67119;B86113362;B08713984;9
67120;B86113362;B59635565;7
67121;B86113362;B60287307;7
67122;B86157435;B46667002;10
67123;B86168408;A12046769;6
67124;B86168408;A25034299;5
67125;B86168408;A31096308;2
67126;B86168408;A43069160;6
67127;B86168408;A59194522;1
67128;B86168408;B30125926;12
67129;B86168408;B39489356;5
67130;B86168408;B43970763;4
67131;B86168408;B46367322;9
67132;B86168408;B47534441;6
67133;B86168408;B55532139;10
67134;B86168408;B55547707;8
67135;B86168408;B58381443;4
67136;B86168408;B58629221;8
67137;B86168408;B60126174;8
67138;B86168408;B60167319;11
67139;B86168408;B61253175;8
67140;B86168408;B61412110;3
67141;B86168408;B61565644;12
67142;B86168408;B63487482;1
67143;B86168408;B64059165;5
67144;B86168408;B65376261;8
67145;B86168408;B65543365;11
67146;B86168408;B65683997;12
67147;B86168408;B65932162;6
67148;B86168408;B85425205;6
67149;B86168408;B93022564;4
67150;B86168408;B94078706;9
67151;B86168408;J63624092;3
67152;B86184116;A58805839;3
67153;B86184116;B02223634;11
67154;B86184116;B08404501;9
67155;B86184116;B08965915;10
67156;B86184116;B17350851;3
67157;B86184116;B25644576;12
67158;B86184116;B30891048;4
67159;B86184116;B35473784;7
67160;B86184116;B43470731;7
67161;B86184116;B43477355;7
67162;B86184116;B43554849;1
67163;B86184116;B43890110;8
67164;B86184116;B43907419;8
67165;B86184116;B43941749;3
67166;B86184116;B45778982;3
67167;B86184116;B57661324;12
67168;B86184116;B60181971;1
67169;B86184116;B60404738;12
67170;B86184116;B60486438;7
67171;B86184116;B61436861;8
67172;B86184116;B62336854;11
67173;B86184116;B62572508;9
67174;B86184116;B62677521;4
67175;B86184116;B63301733;12
67176;B86184116;B63344808;4
67177;B86184116;B63368302;10
67178;B86184116;B63412696;11
67179;B86184116;B65023459;8
67180;B86184116;B65229304;5
67181;B86184116;B65466096;3
67182;B86184116;B65531311;12
67183;B86184116;B65628513;7
67184;B86184116;B66029174;5
67185;B86184116;B66059718;7
67186;B86184116;B70313143;8
67187;B86184116;B74191024;6
67188;B86184116;B80944507;2
67189;B86184116;B83592071;1
67190;B86184116;B83747303;6
67191;B86184116;B85185726;7
67192;B86184116;B95292199;5
67193;B86184116;J43915149;11
67194;B86203007;A08121345;9
67195;B86203007;A58206558;6
67196;B86203007;B03467412;10
67197;B86203007;B58944588;3
67198;B86203007;B60085560;9
67199;B86203213;A37034428;1
67200;B86203213;B17605593;2
67201;B86203213;B58434903;10
67202;B86203213;B63042667;9
67203;B86203213;B84430123;2
67204;B86204138;A28882835;12
67205;B86204138;B25543018;6
67206;B86204138;B63453906;5
67207;B86241676;B17952094;1
67208;B86241676;B35609270;2
67209;B86241676;B55579304;6
67210;B86241676;B59380774;8
67211;B86241676;B63998264;9
67212;B86241676;B84041391;9
67213;B86241676;B86456027;4
67214;B86241676;J64495831;12
67215;B86324175;A08615163;12
67216;B86324175;A58106261;7
67217;B86324175;A79043212;8
67218;B86324175;B03916749;10
67219;B86324175;B19125301;6
67220;B86324175;B46720553;11
67221;B86324175;B46927141;4
67222;B86324175;B55527642;7
67223;B86324175;B60813623;12
67224;B86324175;B62386743;7
67225;B86324175;B63453526;9
67226;B86324175;B65356305;1
67227;B86324175;B65638926;9
67228;B86328176;B62926795;2
67229;B86363447;A03444031;9
67230;B86363447;B03761822;5
67231;B86363447;B37492303;1
67232;B86363447;B61092805;6
67233;B86363447;B62210430;8
67234;B86363447;B65770687;1
67235;B86363447;B66153172;3
67236;B86363447;B66342965;9
67237;B86363447;B83659581;5
67238;B86435724;A12035127;12
67239;B86435724;A45076197;11
67240;B86435724;A58806571;10
67241;B86435724;B12408787;2
67242;B86435724;B17319831;2
67243;B86435724;B30291843;11
67244;B86435724;B55619464;7
67245;B86435724;B60942448;8
67246;B86435724;B61322848;1
67247;B86435724;B66302902;9
67248;B86435724;B85989705;9
67249;B86456027;B26497289;8
67250;B86456027;B35609270;2
67251;B86456027;B43562834;8
67252;B86456027;B59380774;3
67253;B86456027;B59564435;3
67254;B86456027;B71072995;7
67255;B86456027;B86591419;5
67256;B86472073;A08343949;3
67257;B86472073;A25001348;12
67258;B86472073;A58573627;9
67259;B86472073;B19127661;8
67260;B86472073;B30291843;2
67261;B86472073;B55066401;1
67262;B86472073;B58922451;7
67263;B86472073;B59134064;4
67264;B86472073;B60942448;4
67265;B86472073;B82662800;10
67266;B86472073;B86070851;10
67267;B86523826;B08540247;7
67268;B86523826;B28231249;4
67269;B86523826;B33782657;2
67270;B86523826;B36537124;5
67271;B86523826;B55567580;11
67272;B86523826;B62476650;7
67273;B86523826;B81788424;7
67274;B86523826;J58089442;1
67275;B86541265;A58805839;10
67276;B86541265;B25644576;7
67277;B86541265;B30891048;12
67278;B86541265;B35473784;7
67279;B86541265;B35687037;1
67280;B86541265;B43596717;11
67281;B86541265;B43678176;5
67282;B86541265;B43713080;4
67283;B86541265;B43829241;12
67284;B86541265;B43857291;3
67285;B86541265;B43941749;2
67286;B86541265;B45778982;10
67287;B86541265;B55632277;4
67288;B86541265;B57661324;7
67289;B86541265;B60181971;1
67290;B86541265;B60404738;10
67291;B86541265;B60486438;4
67292;B86541265;B61170692;12
67293;B86541265;B62231824;6
67294;B86541265;B62677521;7
67295;B86541265;B63368302;9
67296;B86541265;B64445612;11
67297;B86541265;B65229304;4
67298;B86541265;B65261562;10
67299;B86541265;B65466096;1
67300;B86541265;B65607897;4
