;REFERENCIA_ORIGEN;REFERENCIA_1;IMPORTE
0;495257339;B55591549;11
1;495257339;B59838565;4
2;495257339;B61343786;8
3;495257339;B64798374;12
4;495257339;B64838014;3
5;495257339;B66146002;9
6;495257339;B66199860;7
7;495257339;B66245200;3
8;495257339;B81554800;9
9;A01053420;A28949386;2
10;A01053420;B08142655;1
11;A01053420;B54619663;2
12;A01053420;B58434903;1
13;A01053420;B60488038;12
14;A01053420;B61275624;3
15;A01053420;B63042667;4
16;A01053420;B65571101;12
17;A01053420;B83749689;12
18;A01053420;B86203213;11
19;A01053420;B96679071;2
20;A01471572;B96184874;5
21;A02028793;A78392230;11
22;A02028793;B08246209;5
23;A02028793;B43484880;7
24;A02028793;B46667002;3
25;A02028793;B59187831;2
26;A02028793;B86157435;5
27;A02062602;A08141368;6
28;A02062602;A08616468;1
29;A02062602;A08720492;5
30;A02062602;A08793507;2
31;A02062602;A08804379;6
32;A02062602;A46076485;12
33;A02062602;A58041237;11
34;A02062602;A58453739;7
35;A02062602;A58484932;5
36;A02062602;A58628017;3
37;A02062602;A58696311;11
38;A02062602;A58961459;7
39;A02062602;B03702495;12
40;A02062602;B08298093;8
41;A02062602;B08321630;1
42;A02062602;B08344590;12
43;A02062602;B08424673;12
44;A02062602;B13161864;1
45;A02062602;B17362856;3
46;A02062602;B17411471;1
47;A02062602;B17504044;7
48;A02062602;B17638453;3
49;A02062602;B17743428;5
50;A02062602;B17908377;7
51;A02062602;B25009069;4
52;A02062602;B25621574;8
53;A02062602;B30063929;8
54;A02062602;B31230865;5
55;A02062602;B33454976;8
56;A02062602;B33661182;11
57;A02062602;B35470400;6
58;A02062602;B40222176;4
59;A02062602;B43245174;10
60;A02062602;B43646835;5
61;A02062602;B43739804;6
62;A02062602;B46104634;7
63;A02062602;B53337804;2
64;A02062602;B53825543;2
65;A02062602;B54140884;1
66;A02062602;B55097679;9
67;A02062602;B55542575;12
68;A02062602;B55560080;3
69;A02062602;B58193285;4
70;A02062602;B58245705;6
71;A02062602;B58291212;2
72;A02062602;B58559311;2
73;A02062602;B58761370;7
74;A02062602;B58831348;5
75;A02062602;B58887597;1
76;A02062602;B59505693;1
77;A02062602;B59572842;9
78;A02062602;B59724195;7
79;A02062602;B59827832;1
80;A02062602;B59849315;1
81;A02062602;B59974980;4
82;A02062602;B60745767;2
83;A02062602;B60778651;11
84;A02062602;B61068763;1
85;A02062602;B61182002;11
86;A02062602;B61339396;5
87;A02062602;B61351730;11
88;A02062602;B61369120;10
89;A02062602;B61461364;4
90;A02062602;B61609277;3
91;A02062602;B61685103;5
92;A02062602;B61884292;5
93;A02062602;B61926523;11
94;A02062602;B62024682;12
95;A02062602;B62027669;9
96;A02062602;B62068556;10
97;A02062602;B62109830;9
98;A02062602;B62114673;11
99;A02062602;B62123294;5
100;A02062602;B62297346;9
101;A02062602;B62300702;5
102;A02062602;B62429998;1
103;A02062602;B62524798;2
104;A02062602;B62571443;1
105;A02062602;B62643812;7
106;A02062602;B62812433;7
107;A02062602;B62966320;4
108;A02062602;B62967542;6
109;A02062602;B62992052;10
110;A02062602;B63016307;2
111;A02062602;B63016372;8
112;A02062602;B63016604;5
113;A02062602;B63048714;11
114;A02062602;B63190433;7
115;A02062602;B63322903;9
116;A02062602;B63359491;3
117;A02062602;B63360879;5
118;A02062602;B63478606;12
119;A02062602;B63515522;11
120;A02062602;B63799720;2
121;A02062602;B63820062;2
122;A02062602;B63856082;10
123;A02062602;B63891956;7
124;A02062602;B63935548;3
125;A02062602;B64061187;1
126;A02062602;B64127525;3
127;A02062602;B64343338;11
128;A02062602;B64343841;12
129;A02062602;B64371693;11
130;A02062602;B64400583;8
131;A02062602;B64403942;7
132;A02062602;B64645690;12
133;A02062602;B64872229;10
134;A02062602;B65292120;2
135;A02062602;B65958944;5
136;A02062602;B74027863;4
137;A02062602;B78343399;3
138;A02062602;B79124095;1
139;A02062602;B82026659;9
140;A02062602;B82050139;2
141;A02062602;B82220138;11
142;A02062602;B82224577;6
143;A02062602;B82337072;2
144;A02062602;B83720201;11
145;A02062602;B84561166;9
146;A02062602;B85208627;10
147;A02062602;B92018878;5
148;A02062602;B92362953;6
149;A02062602;B92380815;12
150;A02062602;B92705649;7
151;A02062602;B93081511;11
152;A02062602;B95425153;9
153;A02062602;B96060777;1
154;A02062602;B99033375;3
155;A02062602;E64180466;4
156;A02062602;E83807784;10
157;A02062602;J61518874;1
158;A02062602;N41064814;6
159;A03043809;B30731061;1
160;A03043809;B32256398;2
161;A03043809;B35616788;11
162;A03043809;B60138062;4
163;A03043809;B62137476;1
164;A03070216;B60536588;1
165;A03287489;B08869612;9
166;A03287489;B12302063;7
167;A03287489;B17565912;4
168;A03287489;B43113034;1
169;A03287489;B59807867;7
170;A03287489;B61252748;2
171;A03287489;B62484407;1
172;A03444031;B03761822;5
173;A03444031;B61074464;3
174;A03444031;B64331135;7
175;A03444031;B66153172;11
176;A03444031;B86363447;10
177;A03444031;B86654159;1
178;A03444031;J66198987;5
179;A03813474;A43095322;7
180;A03813474;A78321825;7
181;A03813474;B46409421;4
182;A03813474;B55568166;12
183;A03813474;B59655381;2
184;A03813474;B60300647;3
185;A03813474;B61740718;3
186;A03813474;B64215445;3
187;A03813474;B85808723;7
188;A04040135;B30414700;12
189;A04040135;F96556204;3
190;A05023601;A08192486;6
191;A05023601;A11905833;11
192;A05023601;B21395314;10
193;A05023601;B30623508;1
194;A05023601;B33830100;12
195;A05023601;B36926095;1
196;A05023601;B43113356;2
197;A05023601;B43869494;3
198;A05023601;B60948619;7
199;A05023601;B62219894;1
200;A05023601;B63198170;2
201;A05023601;B63410260;5
202;A05023601;B64960131;3
203;A06065908;A48162903;5
204;A06065908;B22324396;7
205;A06065908;B63513345;7
206;A06065908;B72085095;12
207;A07045248;B30351431;3
208;A07045248;B41698408;7
209;A07108715;B60346004;11
210;A07108715;B84095652;10
211;A07112618;A08609208;7
212;A07112618;A81015299;4
213;A07112618;B59192096;11
214;A07112618;B62080775;4
215;A07474117;A46041711;3
216;A07474117;B17620360;7
217;A07474117;B25295940;8
218;A07474117;B25526666;7
219;A07474117;B33932104;1
220;A07474117;B43351238;8
221;A07474117;B43408459;7
222;A07474117;B43799329;5
223;A07474117;B53096178;9
224;A07474117;B57743320;1
225;A07474117;B58591041;6
226;A07474117;B60548955;7
227;A07474117;B61335956;11
228;A07474117;B62246210;9
229;A07474117;B62517206;1
230;A07474117;B62598065;1
231;A07474117;B62710090;5
232;A07474117;B62904156;12
233;A07474117;B63085484;2
234;A07474117;B63503437;2
235;A07474117;B64344799;4
236;A07474117;B64519754;1
237;A07474117;B65890337;5
238;A07474117;B66126277;9
239;A07474117;B66274978;6
240;A07474117;B73105082;5
241;A07474117;B83147546;3
242;A07474117;B84428333;2
243;A07474117;B92486315;3
244;A07474117;U74197278;4
245;A08000366;A58493230;9
246;A08044513;B63664718;10
247;A08062416;A08258675;6
248;A08062416;A08303869;10
249;A08062416;A08436958;8
250;A08062416;A58288689;3
251;A08062416;B59857805;5
252;A08062416;B60234432;1
253;A08062416;B62087192;5
254;A08088742;B27171933;7
255;A08088742;B65137788;3
256;A08088742;J59840199;3
257;A08121329;A58332875;3
258;A08121345;A58092651;6
259;A08121345;B08960387;12
260;A08121345;B60085560;8
261;A08121345;B63234736;10
262;A08121345;B66164245;2
263;A08121345;B86203007;6
264;A08131161;B30302871;2
265;A08131161;B59375816;7
266;A08131161;B65086142;9
267;A08131161;B82293374;1
268;A08134942;A08262990;6
269;A08134942;A08808354;2
270;A08134942;B08360810;1
271;A08134942;B59772616;8
272;A08134942;B64745482;7
273;A08141368;A08616468;3
274;A08141368;A08720492;1
275;A08141368;A08793507;7
276;A08141368;A58009549;1
277;A08141368;A58077611;2
278;A08141368;A58344219;12
279;A08141368;A58453739;10
280;A08141368;A58496399;2
281;A08141368;A58565003;1
282;A08141368;A64275290;6
283;A08141368;A79211710;2
284;A08141368;A79222246;7
285;A08141368;B03702495;7
286;A08141368;B07481740;6
287;A08141368;B07822661;7
288;A08141368;B08083602;6
289;A08141368;B08925612;6
290;A08141368;B13161864;3
291;A08141368;B15533565;6
292;A08141368;B17348814;8
293;A08141368;B17362856;5
294;A08141368;B17411471;8
295;A08141368;B17423880;7
296;A08141368;B17504044;7
297;A08141368;B17638453;8
298;A08141368;B17670209;8
299;A08141368;B17743428;9
300;A08141368;B17908377;7
301;A08141368;B24355281;4
302;A08141368;B25009069;7
303;A08141368;B25487547;4
304;A08141368;B25512336;6
305;A08141368;B25516253;10
306;A08141368;B30758759;8
307;A08141368;B31230865;3
308;A08141368;B31455033;6
309;A08141368;B33661182;3
310;A08141368;B35334556;3
311;A08141368;B35470400;9
312;A08141368;B36833861;4
313;A08141368;B40222176;6
314;A08141368;B41197781;8
315;A08141368;B43245174;3
316;A08141368;B43376094;7
317;A08141368;B43646835;12
318;A08141368;B53253456;12
319;A08141368;B53602207;1
320;A08141368;B53739447;1
321;A08141368;B54140884;7
322;A08141368;B55097679;7
323;A08141368;B55560080;3
324;A08141368;B57226029;7
325;A08141368;B57768459;10
326;A08141368;B58291212;11
327;A08141368;B58559311;6
328;A08141368;B58831348;2
329;A08141368;B58895434;3
330;A08141368;B58982281;11
331;A08141368;B59326363;11
332;A08141368;B59572842;9
333;A08141368;B59849315;1
334;A08141368;B59974980;6
335;A08141368;B60222239;9
336;A08141368;B60576154;7
337;A08141368;B60699220;9
338;A08141368;B61182002;7
339;A08141368;B61324315;10
340;A08141368;B61339396;11
341;A08141368;B61351730;1
342;A08141368;B61369120;12
343;A08141368;B61392429;10
344;A08141368;B61461364;8
345;A08141368;B61685103;2
346;A08141368;B61775029;4
347;A08141368;B61810123;6
348;A08141368;B61884292;9
349;A08141368;B61926523;2
350;A08141368;B61958765;1
351;A08141368;B61964730;10
352;A08141368;B62068556;12
353;A08141368;B62101423;2
354;A08141368;B62114673;2
355;A08141368;B62203773;11
356;A08141368;B62241963;2
357;A08141368;B62297346;6
358;A08141368;B62300702;11
359;A08141368;B62524798;3
360;A08141368;B62571443;1
361;A08141368;B62703228;8
362;A08141368;B62783964;12
363;A08141368;B62812433;3
364;A08141368;B62877659;12
365;A08141368;B62896782;8
366;A08141368;B62938238;10
367;A08141368;B62941448;9
368;A08141368;B62960091;4
369;A08141368;B62992052;7
370;A08141368;B63016307;4
371;A08141368;B63016596;1
372;A08141368;B63048714;9
373;A08141368;B63110787;3
374;A08141368;B63190433;5
375;A08141368;B63322903;6
376;A08141368;B63349708;7
377;A08141368;B63359491;9
378;A08141368;B63360879;3
379;A08141368;B63440606;6
380;A08141368;B63651244;6
381;A08141368;B63856082;5
382;A08141368;B63891956;7
383;A08141368;B63894810;6
384;A08141368;B64027857;8
385;A08141368;B64048515;1
386;A08141368;B64061187;12
387;A08141368;B64198989;3
388;A08141368;B64257181;10
389;A08141368;B64343338;3
390;A08141368;B64343841;6
391;A08141368;B64400583;6
392;A08141368;B64403942;9
393;A08141368;B64645690;5
394;A08141368;B64733199;4
395;A08141368;B65361206;5
396;A08141368;B65674780;3
397;A08141368;B65691800;1
398;A08141368;B65786436;12
399;A08141368;B76520931;4
400;A08141368;B78343399;4
401;A08141368;B79056099;7
402;A08141368;B81611931;6
403;A08141368;B81691313;5
404;A08141368;B82224577;8
405;A08141368;B82337072;9
406;A08141368;B85208627;7
407;A08141368;B91458943;2
408;A08141368;B92705649;3
409;A08141368;B93081511;12
410;A08141368;B96144621;4
411;A08141368;B96637061;7
412;A08141368;B99033375;7
413;A08141368;E31766181;6
414;A08141368;E43902832;11
415;A08141368;E60153947;9
416;A08141368;E83807784;1
417;A08142275;B43125988;12
418;A08149718;A60253689;4
419;A08149718;B06213342;3
420;A08157778;A08202764;9
421;A08157778;A08899775;6
422;A08157778;A58852161;10
423;A08157778;B08798449;6
424;A08157778;B08893646;2
425;A08157778;B29390879;2
426;A08157778;B58342684;1
427;A08157778;B60550787;8
428;A08157778;B60572476;11
429;A08157778;B61452207;12
430;A08157778;B63801575;4
431;A08157778;B91025957;7
432;A08192486;B18405670;6
433;A08192486;B36926095;7
434;A08192486;B43113356;3
435;A08192486;B43869494;2
436;A08192486;B64960131;3
437;A08192486;B65325565;8
438;A08192486;B66261983;7
439;A08192486;J62826342;2
440;A08194425;A03813474;1
441;A08194425;A43095322;10
442;A08194425;A62738513;11
443;A08194425;A78321825;7
444;A08194425;B60300647;11
445;A08194425;B61740718;9
446;A08194425;B62473947;4
447;A08194425;B64215445;3
448;A08194425;B85808723;2
449;A08202764;A58852161;1
450;A08202764;A59368795;9
451;A08202764;B08798449;1
452;A08202764;B08893646;10
453;A08202764;B29390879;5
454;A08202764;B58342684;3
455;A08202764;B60550787;11
456;A08202764;B60572476;11
457;A08202764;B84571942;6
458;A08203333;B59572370;2
459;A08205940;A08828154;5
460;A08205940;A80626252;12
461;A08219552;A08576738;1
462;A08219552;B64549850;5
463;A08227241;A08725947;10
464;A08227241;B58471426;4
465;A08227241;B64124829;9
466;A08227241;B70333547;11
467;A08234924;B55545164;10
468;A08244402;A08472474;4
469;A08244402;B66165911;3
470;A08258675;A08436958;9
471;A08258675;B58653981;6
472;A08258675;B59851733;5
473;A08258675;B60440187;7
474;A08258675;B62087192;2
475;A08262990;A08134942;4
476;A08262990;B08360810;8
477;A08262990;B59772616;4
478;A08262990;B60108131;5
479;A08269607;B36454817;8
480;A08269607;B60145547;12
481;A08269607;B64901812;5
482;A08269607;J66198979;11
483;A08303869;A08062416;9
484;A08303869;A08258675;4
485;A08303869;A08436958;1
486;A08303869;A08867210;7
487;A08303869;A26472183;5
488;A08303869;B58653981;9
489;A08303869;B60440187;9
490;A08303869;B62087192;11
491;A08322836;B08713497;9
492;A08340267;A35133776;12
493;A08340267;B53842514;11
494;A08340267;B59977900;4
495;A08340267;B64867534;7
496;A08340267;B70212048;8
497;A08343949;A12035127;9
498;A08343949;A25001348;11
499;A08343949;A58243510;1
500;A08343949;A58573627;5
501;A08343949;A58864380;5
502;A08343949;B17319831;8
503;A08343949;B30291843;11
504;A08343949;B55066401;4
505;A08343949;B58922451;5
506;A08343949;B59134064;12
507;A08343949;B61322848;10
508;A08343949;B61420543;3
509;A08343949;B66302902;6
510;A08343949;B86435724;12
511;A08343949;B86472073;4
512;A08358772;B22299945;4
513;A08358772;B25593633;12
514;A08358772;B35838770;11
515;A08358772;B43534213;9
516;A08358772;B43695576;11
517;A08358772;B43870492;3
518;A08358772;B53699781;6
519;A08358772;B58477225;3
520;A08358772;B63065197;9
521;A08358772;B63450555;3
522;A08358772;B64190432;1
523;A08358772;B64692395;10
524;A08358772;B64937048;2
525;A08358772;B65200461;4
526;A08358772;B65568362;12
527;A08358772;B82282658;4
528;A08363897;A08542698;3
529;A08368797;B62037155;12
530;A08371056;B29366945;4
531;A08371056;B29830262;10
532;A08371056;B53372561;9
533;A08371056;B95449583;9
534;A08378929;A28125599;6
535;A08378929;A58269382;10
536;A08378929;A58329095;1
537;A08378929;B08534729;11
538;A08378929;B14724603;3
539;A08378929;B17516246;8
540;A08378929;B17850546;9
541;A08378929;B32342206;1
542;A08378929;B35513373;7
543;A08378929;B35545250;1
544;A08378929;B43585165;6
545;A08378929;B43672955;12
546;A08378929;B43800317;10
547;A08378929;B43854751;8
548;A08378929;B53294922;6
549;A08378929;B59093864;1
550;A08378929;B59771659;9
551;A08378929;B61417291;9
552;A08378929;B61493904;3
553;A08378929;B62323605;12
554;A08378929;B62779228;10
555;A08378929;B63111728;4
556;A08378929;B63228555;12
557;A08378929;B63310858;4
558;A08378929;B63324446;10
559;A08378929;B63333108;4
560;A08378929;B63492151;1
561;A08378929;B63987564;4
562;A08378929;B64283419;1
563;A08378929;B73186579;7
564;A08378929;B73361818;2
565;A08378929;B80542004;9
566;A08378929;E73036451;2
567;A08397291;A79043212;5
568;A08397291;B15880677;5
569;A08397291;B19125301;6
570;A08397291;B43241744;4
571;A08397291;B46720553;6
572;A08397291;B46927141;8
573;A08397291;B55527642;6
574;A08397291;B55657134;11
575;A08397291;B60813623;5
576;A08397291;B61730883;5
577;A08397291;B61845392;9
578;A08397291;B62386743;4
579;A08397291;B65356305;10
580;A08397291;B66221656;4
581;A08397291;B80819196;6
582;A08397291;B86324175;1
583;A08400558;A15621808;12
584;A08400558;B23592967;8
585;A08400558;B60436805;10
586;A08404212;A60511292;10
587;A08404212;A85216877;8
588;A08404212;B25068214;11
589;A08404212;B43449214;8
590;A08404212;B43955830;9
591;A08404212;B45485554;4
592;A08404212;B48833412;7
593;A08404212;B53013082;6
594;A08404212;B60446044;7
595;A08404212;B61411252;9
596;A08404212;B61895132;10
597;A08404212;B62158514;6
598;A08404212;B63686273;11
599;A08404212;B65383705;4
600;A08404212;B65402000;12
601;A08404212;B85676385;12
602;A08404212;B86058724;1
603;A08416174;B60156874;11
604;A08416174;B62098454;10
605;A08416174;B64587892;11
606;A08416174;B64601016;8
607;A08417701;A46041711;4
608;A08417701;B12014296;3
609;A08417701;B17620360;1
610;A08417701;B25295940;5
611;A08417701;B33932104;7
612;A08417701;B39772280;6
613;A08417701;B43351238;3
614;A08417701;B43408459;4
615;A08417701;B43679588;8
616;A08417701;B43753797;7
617;A08417701;B43799329;10
618;A08417701;B43802321;5
619;A08417701;B55642185;11
620;A08417701;B57743320;5
621;A08417701;B58073446;1
622;A08417701;B60548955;2
623;A08417701;B61335956;1
624;A08417701;B62008214;11
625;A08417701;B62598065;12
626;A08417701;B62904156;5
627;A08417701;B63085484;11
628;A08417701;B63404354;2
629;A08417701;B63449011;1
630;A08417701;B63503437;12
631;A08417701;B63645576;12
632;A08417701;B64344799;10
633;A08417701;B64369614;10
634;A08417701;B64405509;10
635;A08417701;B64999931;3
636;A08417701;B66017146;1
637;A08417701;B73105082;6
638;A08417701;B81574170;10
639;A08417701;B84428333;12
640;A08417701;B92486315;5
641;A08417701;J65989428;12
642;A08417701;U74197278;5
643;A08424715;A31066293;11
644;A08424715;B59884635;4
645;A08424715;B60206497;8
646;A08424715;B60626082;5
647;A08424715;B60720901;6
648;A08424715;B62941711;6
649;A08424715;B63085401;9
650;A08424715;B63492722;12
651;A08424715;B63920995;5
652;A08424715;B64157407;9
653;A08424715;B65458168;7
654;A08424715;B65780140;12
655;A08424715;B66563990;5
656;A08424715;J64155765;9
657;A08424715;U66171257;11
658;A08436958;A08258675;3
659;A08436958;A08867210;9
660;A08436958;A58288689;2
661;A08436958;B59857805;5
662;A08436958;B60440187;2
663;A08436958;B60563426;3
664;A08436958;B62087192;12
665;A08472474;A08244402;8
666;A08472474;B58677956;5
667;A08472474;B65905457;10
668;A08474363;A02062602;3
669;A08474363;A08793507;3
670;A08474363;A35069764;10
671;A08474363;A46076485;7
672;A08474363;A58041237;12
673;A08474363;A58453739;6
674;A08474363;A58565003;9
675;A08474363;A58696311;11
676;A08474363;A58958091;8
677;A08474363;A58961459;11
678;A08474363;A59114389;1
679;A08474363;A64275290;12
680;A08474363;A78967510;8
681;A08474363;B01139096;7
682;A08474363;B04271839;9
683;A08474363;B07481740;3
684;A08474363;B08298093;2
685;A08474363;B08925612;10
686;A08474363;B11474327;6
687;A08474363;B17348814;6
688;A08474363;B17362856;10
689;A08474363;B17638453;8
690;A08474363;B17857889;4
691;A08474363;B24355281;6
692;A08474363;B25207663;7
693;A08474363;B25487547;7
694;A08474363;B25512336;1
695;A08474363;B25516253;11
696;A08474363;B30063929;1
697;A08474363;B31062565;5
698;A08474363;B31230865;8
699;A08474363;B31455033;10
700;A08474363;B33661182;9
701;A08474363;B35470400;9
702;A08474363;B43245174;9
703;A08474363;B43527480;5
704;A08474363;B43739804;4
705;A08474363;B43804129;9
706;A08474363;B48734560;9
707;A08474363;B53253456;5
708;A08474363;B55560080;5
709;A08474363;B57226029;1
710;A08474363;B58193285;11
711;A08474363;B58196809;11
712;A08474363;B58245705;7
713;A08474363;B58761370;8
714;A08474363;B58887597;11
715;A08474363;B58931551;11
716;A08474363;B59505693;10
717;A08474363;B59724195;5
718;A08474363;B59827832;5
719;A08474363;B59849315;3
720;A08474363;B60104593;10
721;A08474363;B60222239;1
722;A08474363;B60465424;2
723;A08474363;B60699220;9
724;A08474363;B61068763;6
725;A08474363;B61093449;9
726;A08474363;B61303749;2
727;A08474363;B61346896;9
728;A08474363;B61351730;11
729;A08474363;B61369120;3
730;A08474363;B61406021;9
731;A08474363;B61532735;1
732;A08474363;B61650511;9
733;A08474363;B61685103;8
734;A08474363;B61724860;5
735;A08474363;B61975884;8
736;A08474363;B62027669;6
737;A08474363;B62068556;2
738;A08474363;B62114673;5
739;A08474363;B62203773;3
740;A08474363;B62297346;12
741;A08474363;B62300702;4
742;A08474363;B62429998;2
743;A08474363;B62524798;3
744;A08474363;B62571443;8
745;A08474363;B62703228;1
746;A08474363;B62783964;6
747;A08474363;B62877659;12
748;A08474363;B62900691;1
749;A08474363;B62966320;5
750;A08474363;B62967542;1
751;A08474363;B62992052;1
752;A08474363;B62993258;6
753;A08474363;B63016307;1
754;A08474363;B63016596;11
755;A08474363;B63016604;3
756;A08474363;B63016620;12
757;A08474363;B63048714;12
758;A08474363;B63190433;9
759;A08474363;B63322903;11
760;A08474363;B63349708;2
761;A08474363;B63359491;6
762;A08474363;B63360879;9
763;A08474363;B63440606;10
764;A08474363;B63820062;12
765;A08474363;B63858179;6
766;A08474363;B64027857;1
767;A08474363;B64048515;5
768;A08474363;B64061187;4
769;A08474363;B64090194;3
770;A08474363;B64127525;3
771;A08474363;B64266638;8
772;A08474363;B64343841;6
773;A08474363;B64371693;7
774;A08474363;B64400583;12
775;A08474363;B64453103;7
776;A08474363;B64645690;10
777;A08474363;B64733199;1
778;A08474363;B65292120;9
779;A08474363;B65674780;7
780;A08474363;B65958944;10
781;A08474363;B73024929;5
782;A08474363;B74027863;5
783;A08474363;B81691313;2
784;A08474363;B82026659;1
785;A08474363;B82220138;10
786;A08474363;B83564559;12
787;A08474363;B83720201;5
788;A08474363;B85116671;10
789;A08474363;B91404343;1
790;A08474363;B91458943;4
791;A08474363;B92018878;1
792;A08474363;B93081511;8
793;A08474363;B95425153;8
794;A08474363;B96144621;4
795;A08474363;B99033375;12
796;A08474363;E43902832;4
797;A08474363;E83807784;11
798;A08474363;N41064814;4
799;A08478554;A08663403;11
800;A08478554;A08702094;5
801;A08478554;A08861700;1
802;A08478554;A58690470;10
803;A08478554;B33561929;11
804;A08478554;B36315760;8
805;A08478554;B58484536;1
806;A08478554;B60034907;8
807;A08478554;B60529831;2
808;A08478554;B61137220;7
809;A08478554;B61229183;3
810;A08478554;B61559431;6
811;A08478554;B61685350;12
812;A08478554;B63180236;3
813;A08478554;B64447600;1
814;A08478554;F08760795;10
815;A08479149;B61712741;11
816;A08493173;B58471426;11
817;A08493173;B59835074;1
818;A08493173;B64124829;3
819;A08539728;B61894101;1
820;A08541005;A08478554;9
821;A08541005;A08663403;9
822;A08541005;A08861700;12
823;A08541005;A33021924;12
824;A08541005;A47008602;8
825;A08541005;A58690470;11
826;A08541005;A74097072;4
827;A08541005;B58484536;9
828;A08541005;B60034907;1
829;A08541005;B60529831;8
830;A08541005;B61559431;6
831;A08541005;B63180236;2
832;A08541005;B64447600;11
833;A08541005;B64659766;5
834;A08541005;F08760795;12
835;A08542011;A58028523;10
836;A08542011;B30077218;8
837;A08542011;B58365008;8
838;A08542011;B62751870;6
839;A08546137;A59862235;7
840;A08554651;A08612707;2
841;A08554651;A28182301;10
842;A08554651;B60859717;8
843;A08554651;B64627391;1
844;A08554651;B64988405;10
845;A08554651;B65318321;6
846;A08554651;B65932261;10
847;A08554651;B83175232;9
848;A08559486;B70273529;1
849;A08576738;A08219552;8
850;A08576738;B64549850;5
851;A08594079;A28149722;4
852;A08594079;A43124247;1
853;A08594079;B15401540;3
854;A08594079;B17512047;12
855;A08594079;B25747601;7
856;A08594079;B30560247;1
857;A08594079;B43486281;6
858;A08594079;B43833383;12
859;A08594079;B50694520;4
860;A08594079;B57525586;11
861;A08594079;B57842064;3
862;A08594079;B58358292;8
863;A08594079;B59971432;6
864;A08594079;B60013661;1
865;A08594079;B60043536;4
866;A08594079;B61003893;6
867;A08594079;B62064589;10
868;A08594079;B62853858;5
869;A08594079;B63657340;7
870;A08594079;B64438872;3
871;A08594079;B66016346;8
872;A08604266;A08121345;8
873;A08604266;B03467412;8
874;A08604266;B64871817;4
875;A08604266;B66164245;7
876;A08604266;B86203007;6
877;A08609208;A81015299;4
878;A08612707;A08554651;11
879;A08612707;A58812728;7
880;A08612707;B59115188;9
881;A08612707;B64627391;12
882;A08612707;B65713091;4
883;A08612707;B66246745;12
884;A08615163;A08397291;4
885;A08615163;A58106261;6
886;A08615163;A79043212;2
887;A08615163;B20462768;6
888;A08615163;B46927141;7
889;A08615163;B55527642;8
890;A08615163;B55560536;7
891;A08615163;B63453526;6
892;A08615163;B65356305;12
893;A08615163;B65638926;8
894;A08615163;B66221656;2
895;A08616468;A08141368;9
896;A08616468;A08720492;1
897;A08616468;A46076485;5
898;A08616468;A58009549;8
899;A08616468;A58041237;12
900;A08616468;A58344219;6
901;A08616468;A58453739;11
902;A08616468;A58484932;1
903;A08616468;A58628017;12
904;A08616468;A58958091;6
905;A08616468;A59114389;12
906;A08616468;A64275290;5
907;A08616468;A79211710;8
908;A08616468;B01139096;5
909;A08616468;B04271839;7
910;A08616468;B08083602;4
911;A08616468;B08298093;3
912;A08616468;B08344590;10
913;A08616468;B13161864;12
914;A08616468;B15533565;1
915;A08616468;B17348814;6
916;A08616468;B17423880;3
917;A08616468;B17638453;4
918;A08616468;B17687021;4
919;A08616468;B17908377;3
920;A08616468;B25487547;6
921;A08616468;B25512336;8
922;A08616468;B25621574;2
923;A08616468;B27248947;3
924;A08616468;B30063929;8
925;A08616468;B40222176;4
926;A08616468;B43787522;10
927;A08616468;B47612072;9
928;A08616468;B48734560;12
929;A08616468;B53253456;9
930;A08616468;B53337804;4
931;A08616468;B53602207;3
932;A08616468;B53825543;10
933;A08616468;B54192075;8
934;A08616468;B55097679;12
935;A08616468;B55542575;3
936;A08616468;B55560080;2
937;A08616468;B57768459;7
938;A08616468;B58245705;10
939;A08616468;B58761370;12
940;A08616468;B58831348;7
941;A08616468;B58887597;1
942;A08616468;B58895434;2
943;A08616468;B58931551;7
944;A08616468;B59326363;12
945;A08616468;B59505693;2
946;A08616468;B59572842;1
947;A08616468;B59816140;1
948;A08616468;B60104593;3
949;A08616468;B60576154;5
950;A08616468;B61182002;1
951;A08616468;B61324315;7
952;A08616468;B61346896;11
953;A08616468;B61347910;1
954;A08616468;B61575502;6
955;A08616468;B61724860;6
956;A08616468;B61775029;8
957;A08616468;B61884292;2
958;A08616468;B61894002;6
959;A08616468;B61958765;2
960;A08616468;B61964730;11
961;A08616468;B62027669;10
962;A08616468;B62123294;12
963;A08616468;B62297346;2
964;A08616468;B62300702;4
965;A08616468;B62344668;4
966;A08616468;B62812433;6
967;A08616468;B62896782;3
968;A08616468;B62933643;10
969;A08616468;B62941448;10
970;A08616468;B62960091;10
971;A08616468;B63016307;11
972;A08616468;B63016323;7
973;A08616468;B63190433;9
974;A08616468;B63322903;8
975;A08616468;B63349708;1
976;A08616468;B63359491;11
977;A08616468;B63360879;4
978;A08616468;B63361331;10
979;A08616468;B63440606;12
980;A08616468;B63720874;3
981;A08616468;B63799720;3
982;A08616468;B63820062;4
983;A08616468;B63891956;7
984;A08616468;B63935548;8
985;A08616468;B64027857;5
986;A08616468;B64048515;10
987;A08616468;B64090194;12
988;A08616468;B64198989;6
989;A08616468;B64266638;5
990;A08616468;B64343338;10
991;A08616468;B64371693;12
992;A08616468;B64400583;6
993;A08616468;B64403942;4
994;A08616468;B64453103;5
995;A08616468;B64645690;11
996;A08616468;B64872229;3
997;A08616468;B65361206;1
